,precipitation,t -1,t -2,t -3,t -4,t -5,t -6,t -7,t -8,t -9,t -10,t -11,t -12,t -13,t -14,t -15,t -16,t -17,t -18,t -19,t -20,t -21,t -22,t -23
80,5.4085,699.0,677.0,673.0,680.0,687.0,719.0,692.0,687.0,708.0,714.0,719.0,743.0,755.0,698.0,730.0,725.0,810.0,704.0,728.0,832.0,857.0,834.0,828.0
81,11.2599,701.0,699.0,677.0,673.0,680.0,687.0,719.0,692.0,687.0,708.0,714.0,719.0,743.0,755.0,698.0,730.0,725.0,810.0,704.0,728.0,832.0,857.0,834.0
82,131.6273,732.0,701.0,699.0,677.0,673.0,680.0,687.0,719.0,692.0,687.0,708.0,714.0,719.0,743.0,755.0,698.0,730.0,725.0,810.0,704.0,728.0,832.0,857.0
83,168.2878,726.0,732.0,701.0,699.0,677.0,673.0,680.0,687.0,719.0,692.0,687.0,708.0,714.0,719.0,743.0,755.0,698.0,730.0,725.0,810.0,704.0,728.0,832.0
84,91.6365,755.0,726.0,732.0,701.0,699.0,677.0,673.0,680.0,687.0,719.0,692.0,687.0,708.0,714.0,719.0,743.0,755.0,698.0,730.0,725.0,810.0,704.0,728.0
85,49.253,843.0,755.0,726.0,732.0,701.0,699.0,677.0,673.0,680.0,687.0,719.0,692.0,687.0,708.0,714.0,719.0,743.0,755.0,698.0,730.0,725.0,810.0,704.0
86,33.6671,820.0,843.0,755.0,726.0,732.0,701.0,699.0,677.0,673.0,680.0,687.0,719.0,692.0,687.0,708.0,714.0,719.0,743.0,755.0,698.0,730.0,725.0,810.0
87,110.175,748.0,820.0,843.0,755.0,726.0,732.0,701.0,699.0,677.0,673.0,680.0,687.0,719.0,692.0,687.0,708.0,714.0,719.0,743.0,755.0,698.0,730.0,725.0
88,13.5567,773.0,748.0,820.0,843.0,755.0,726.0,732.0,701.0,699.0,677.0,673.0,680.0,687.0,719.0,692.0,687.0,708.0,714.0,719.0,743.0,755.0,698.0,730.0
89,6.3439,828.0,773.0,748.0,820.0,843.0,755.0,726.0,732.0,701.0,699.0,677.0,673.0,680.0,687.0,719.0,692.0,687.0,708.0,714.0,719.0,743.0,755.0,698.0
90,4.1732,888.0,828.0,773.0,748.0,820.0,843.0,755.0,726.0,732.0,701.0,699.0,677.0,673.0,680.0,687.0,719.0,692.0,687.0,708.0,714.0,719.0,743.0,755.0
91,0.0377,873.0,888.0,828.0,773.0,748.0,820.0,843.0,755.0,726.0,732.0,701.0,699.0,677.0,673.0,680.0,687.0,719.0,692.0,687.0,708.0,714.0,719.0,743.0
92,20.2526,907.0,873.0,888.0,828.0,773.0,748.0,820.0,843.0,755.0,726.0,732.0,701.0,699.0,677.0,673.0,680.0,687.0,719.0,692.0,687.0,708.0,714.0,719.0
93,18.1933,951.0,907.0,873.0,888.0,828.0,773.0,748.0,820.0,843.0,755.0,726.0,732.0,701.0,699.0,677.0,673.0,680.0,687.0,719.0,692.0,687.0,708.0,714.0
94,114.4645,1118.0,951.0,907.0,873.0,888.0,828.0,773.0,748.0,820.0,843.0,755.0,726.0,732.0,701.0,699.0,677.0,673.0,680.0,687.0,719.0,692.0,687.0,708.0
95,480.1264,1300.0,1118.0,951.0,907.0,873.0,888.0,828.0,773.0,748.0,820.0,843.0,755.0,726.0,732.0,701.0,699.0,677.0,673.0,680.0,687.0,719.0,692.0,687.0
96,297.1558,1346.0,1300.0,1118.0,951.0,907.0,873.0,888.0,828.0,773.0,748.0,820.0,843.0,755.0,726.0,732.0,701.0,699.0,677.0,673.0,680.0,687.0,719.0,692.0
